# This file contains a list of all the Inert2 decays calculated by sarah-spheno_Inert2,
# along with the spheno array index (INDEX) used internally in sarah-spheno_Inert2.
# For each decay there is also a correction factor (CORRF) which tells us
# whether the BR on that line should be corrected to account for charge conjugate
# final states (CORRF=0.5) or not (CORRF=1.0)

# Autogenerated by GUM.
DECAY        2     0.0000000E+00   # Fu_1
#    INDEX  NDA      ID1      ID2     CORRF
     135    3            4        -12         16   1.00  # BR(Fu_1-> Fu_2 Fv_1^* Fv_3 )
     136    3            4        -14         12   1.00  # BR(Fu_1-> Fu_2 Fv_2^* Fv_1 )
     137    3            4        -14         14   1.00  # BR(Fu_1-> Fu_2 Fv_2^* Fv_2 )
     138    3            4        -14         16   1.00  # BR(Fu_1-> Fu_2 Fv_2^* Fv_3 )
     139    3            4        -16         12   1.00  # BR(Fu_1-> Fu_2 Fv_3^* Fv_1 )
     140    3            4        -16         14   1.00  # BR(Fu_1-> Fu_2 Fv_3^* Fv_2 )
     141    3            4        -16         16   1.00  # BR(Fu_1-> Fu_2 Fv_3^* Fv_3 )
     142    3            6        -12         12   1.00  # BR(Fu_1-> Fu_3 Fv_1^* Fv_1 )
     143    3            6        -12         14   1.00  # BR(Fu_1-> Fu_3 Fv_1^* Fv_2 )
     144    3            6        -12         16   1.00  # BR(Fu_1-> Fu_3 Fv_1^* Fv_3 )
     145    3            6        -14         12   1.00  # BR(Fu_1-> Fu_3 Fv_2^* Fv_1 )
     146    3            6        -14         14   1.00  # BR(Fu_1-> Fu_3 Fv_2^* Fv_2 )
     147    3            6        -14         16   1.00  # BR(Fu_1-> Fu_3 Fv_2^* Fv_3 )
     148    3            6        -16         12   1.00  # BR(Fu_1-> Fu_3 Fv_3^* Fv_1 )
     149    3            6        -16         14   1.00  # BR(Fu_1-> Fu_3 Fv_3^* Fv_2 )
     150    3            6        -16         16   1.00  # BR(Fu_1-> Fu_3 Fv_3^* Fv_3 )
DECAY        4     0.0000000E+00   # Fu_2
#    INDEX  NDA      ID1      ID2     CORRF
       1    2            1        -37   1.00  # BR(Fu_2-> Fd_1 Hp_2 )
       2    2            3        -37   1.00  # BR(Fu_2-> Fd_2 Hp_2 )
       3    2            5        -37   1.00  # BR(Fu_2-> Fd_3 Hp_2 )
       4    2            1         24   1.00  # BR(Fu_2-> Fd_1 VWp )
       5    2            3         24   1.00  # BR(Fu_2-> Fd_2 VWp )
       6    2            5         24   1.00  # BR(Fu_2-> Fd_3 VWp )
       7    2            2         25   1.00  # BR(Fu_2-> Fu_1 hh )
       8    2            4         25   1.00  # BR(Fu_2-> Fu_2 hh )
       9    2            6         25   1.00  # BR(Fu_2-> Fu_3 hh )
      10    2            2         23   1.00  # BR(Fu_2-> Fu_1 VZ )
      11    2            4         23   1.00  # BR(Fu_2-> Fu_2 VZ )
      12    2            6         23   1.00  # BR(Fu_2-> Fu_3 VZ )
      13    2            2         36   1.00  # BR(Fu_2-> Fu_1 A0 )
      14    2            4         36   1.00  # BR(Fu_2-> Fu_2 A0 )
      15    2            6         36   1.00  # BR(Fu_2-> Fu_3 A0 )
      16    2            2         35   1.00  # BR(Fu_2-> Fu_1 H0 )
      17    2            4         35   1.00  # BR(Fu_2-> Fu_2 H0 )
      18    2            6         35   1.00  # BR(Fu_2-> Fu_3 H0 )
      19    2            2         21   1.00  # BR(Fu_2-> Fu_1 VG )
      20    2            4         21   1.00  # BR(Fu_2-> Fu_2 VG )
      21    2            6         21   1.00  # BR(Fu_2-> Fu_3 VG )
      22    2            2         22   1.00  # BR(Fu_2-> Fu_1 VP )
      23    2            4         22   1.00  # BR(Fu_2-> Fu_2 VP )
      24    2            6         22   1.00  # BR(Fu_2-> Fu_3 VP )
      25    3            2         -1          1   1.00  # BR(Fu_2-> Fu_1 Fd_1^* Fd_1 )
      26    3            2         -1          3   1.00  # BR(Fu_2-> Fu_1 Fd_1^* Fd_2 )
      27    3            2         -1          5   1.00  # BR(Fu_2-> Fu_1 Fd_1^* Fd_3 )
      28    3            2         -3          1   1.00  # BR(Fu_2-> Fu_1 Fd_2^* Fd_1 )
      29    3            2         -3          3   1.00  # BR(Fu_2-> Fu_1 Fd_2^* Fd_2 )
      30    3            2         -3          5   1.00  # BR(Fu_2-> Fu_1 Fd_2^* Fd_3 )
      31    3            2         -5          1   1.00  # BR(Fu_2-> Fu_1 Fd_3^* Fd_1 )
      32    3            2         -5          3   1.00  # BR(Fu_2-> Fu_1 Fd_3^* Fd_2 )
      33    3            2         -5          5   1.00  # BR(Fu_2-> Fu_1 Fd_3^* Fd_3 )
      34    3            4         -1          1   1.00  # BR(Fu_2-> Fu_2 Fd_1^* Fd_1 )
      35    3            4         -1          3   1.00  # BR(Fu_2-> Fu_2 Fd_1^* Fd_2 )
      36    3            4         -1          5   1.00  # BR(Fu_2-> Fu_2 Fd_1^* Fd_3 )
      37    3            4         -3          1   1.00  # BR(Fu_2-> Fu_2 Fd_2^* Fd_1 )
      38    3            4         -3          3   1.00  # BR(Fu_2-> Fu_2 Fd_2^* Fd_2 )
      39    3            4         -3          5   1.00  # BR(Fu_2-> Fu_2 Fd_2^* Fd_3 )
      40    3            4         -5          1   1.00  # BR(Fu_2-> Fu_2 Fd_3^* Fd_1 )
      41    3            4         -5          3   1.00  # BR(Fu_2-> Fu_2 Fd_3^* Fd_2 )
      42    3            4         -5          5   1.00  # BR(Fu_2-> Fu_2 Fd_3^* Fd_3 )
      43    3            6         -1          1   1.00  # BR(Fu_2-> Fu_3 Fd_1^* Fd_1 )
      44    3            6         -1          3   1.00  # BR(Fu_2-> Fu_3 Fd_1^* Fd_2 )
      45    3            6         -1          5   1.00  # BR(Fu_2-> Fu_3 Fd_1^* Fd_3 )
      46    3            6         -3          1   1.00  # BR(Fu_2-> Fu_3 Fd_2^* Fd_1 )
      47    3            6         -3          3   1.00  # BR(Fu_2-> Fu_3 Fd_2^* Fd_2 )
      48    3            6         -3          5   1.00  # BR(Fu_2-> Fu_3 Fd_2^* Fd_3 )
      49    3            6         -5          1   1.00  # BR(Fu_2-> Fu_3 Fd_3^* Fd_1 )
      50    3            6         -5          3   1.00  # BR(Fu_2-> Fu_3 Fd_3^* Fd_2 )
      51    3            6         -5          5   1.00  # BR(Fu_2-> Fu_3 Fd_3^* Fd_3 )
      52    3            1        -11         12   1.00  # BR(Fu_2-> Fd_1 Fe_1^* Fv_1 )
      53    3            1        -11         14   1.00  # BR(Fu_2-> Fd_1 Fe_1^* Fv_2 )
      54    3            1        -11         16   1.00  # BR(Fu_2-> Fd_1 Fe_1^* Fv_3 )
      55    3            1        -13         12   1.00  # BR(Fu_2-> Fd_1 Fe_2^* Fv_1 )
      56    3            1        -13         14   1.00  # BR(Fu_2-> Fd_1 Fe_2^* Fv_2 )
      57    3            1        -13         16   1.00  # BR(Fu_2-> Fd_1 Fe_2^* Fv_3 )
      58    3            1        -15         12   1.00  # BR(Fu_2-> Fd_1 Fe_3^* Fv_1 )
      59    3            1        -15         14   1.00  # BR(Fu_2-> Fd_1 Fe_3^* Fv_2 )
      60    3            1        -15         16   1.00  # BR(Fu_2-> Fd_1 Fe_3^* Fv_3 )
      61    3            3        -11         12   1.00  # BR(Fu_2-> Fd_2 Fe_1^* Fv_1 )
      62    3            3        -11         14   1.00  # BR(Fu_2-> Fd_2 Fe_1^* Fv_2 )
      63    3            3        -11         16   1.00  # BR(Fu_2-> Fd_2 Fe_1^* Fv_3 )
      64    3            3        -13         12   1.00  # BR(Fu_2-> Fd_2 Fe_2^* Fv_1 )
      65    3            3        -13         14   1.00  # BR(Fu_2-> Fd_2 Fe_2^* Fv_2 )
      66    3            3        -13         16   1.00  # BR(Fu_2-> Fd_2 Fe_2^* Fv_3 )
      67    3            3        -15         12   1.00  # BR(Fu_2-> Fd_2 Fe_3^* Fv_1 )
      68    3            3        -15         14   1.00  # BR(Fu_2-> Fd_2 Fe_3^* Fv_2 )
      69    3            3        -15         16   1.00  # BR(Fu_2-> Fd_2 Fe_3^* Fv_3 )
      70    3            5        -11         12   1.00  # BR(Fu_2-> Fd_3 Fe_1^* Fv_1 )
      71    3            5        -11         14   1.00  # BR(Fu_2-> Fd_3 Fe_1^* Fv_2 )
      72    3            5        -11         16   1.00  # BR(Fu_2-> Fd_3 Fe_1^* Fv_3 )
      73    3            5        -13         12   1.00  # BR(Fu_2-> Fd_3 Fe_2^* Fv_1 )
      74    3            5        -13         14   1.00  # BR(Fu_2-> Fd_3 Fe_2^* Fv_2 )
      75    3            5        -13         16   1.00  # BR(Fu_2-> Fd_3 Fe_2^* Fv_3 )
      76    3            5        -15         12   1.00  # BR(Fu_2-> Fd_3 Fe_3^* Fv_1 )
      77    3            5        -15         14   1.00  # BR(Fu_2-> Fd_3 Fe_3^* Fv_2 )
      78    3            5        -15         16   1.00  # BR(Fu_2-> Fd_3 Fe_3^* Fv_3 )
      79    3            2        -11         11   1.00  # BR(Fu_2-> Fu_1 Fe_1^* Fe_1 )
      80    3            2        -11         13   1.00  # BR(Fu_2-> Fu_1 Fe_1^* Fe_2 )
      81    3            2        -11         15   1.00  # BR(Fu_2-> Fu_1 Fe_1^* Fe_3 )
      82    3            2        -13         11   1.00  # BR(Fu_2-> Fu_1 Fe_2^* Fe_1 )
      83    3            2        -13         13   1.00  # BR(Fu_2-> Fu_1 Fe_2^* Fe_2 )
      84    3            2        -13         15   1.00  # BR(Fu_2-> Fu_1 Fe_2^* Fe_3 )
      85    3            2        -15         11   1.00  # BR(Fu_2-> Fu_1 Fe_3^* Fe_1 )
      86    3            2        -15         13   1.00  # BR(Fu_2-> Fu_1 Fe_3^* Fe_2 )
      87    3            2        -15         15   1.00  # BR(Fu_2-> Fu_1 Fe_3^* Fe_3 )
      88    3            4        -11         11   1.00  # BR(Fu_2-> Fu_2 Fe_1^* Fe_1 )
      89    3            4        -11         13   1.00  # BR(Fu_2-> Fu_2 Fe_1^* Fe_2 )
      90    3            4        -11         15   1.00  # BR(Fu_2-> Fu_2 Fe_1^* Fe_3 )
      91    3            4        -13         11   1.00  # BR(Fu_2-> Fu_2 Fe_2^* Fe_1 )
      92    3            4        -13         13   1.00  # BR(Fu_2-> Fu_2 Fe_2^* Fe_2 )
      93    3            4        -13         15   1.00  # BR(Fu_2-> Fu_2 Fe_2^* Fe_3 )
      94    3            4        -15         11   1.00  # BR(Fu_2-> Fu_2 Fe_3^* Fe_1 )
      95    3            4        -15         13   1.00  # BR(Fu_2-> Fu_2 Fe_3^* Fe_2 )
      96    3            4        -15         15   1.00  # BR(Fu_2-> Fu_2 Fe_3^* Fe_3 )
      97    3            6        -11         11   1.00  # BR(Fu_2-> Fu_3 Fe_1^* Fe_1 )
      98    3            6        -11         13   1.00  # BR(Fu_2-> Fu_3 Fe_1^* Fe_2 )
      99    3            6        -11         15   1.00  # BR(Fu_2-> Fu_3 Fe_1^* Fe_3 )
     100    3            6        -13         11   1.00  # BR(Fu_2-> Fu_3 Fe_2^* Fe_1 )
     101    3            6        -13         13   1.00  # BR(Fu_2-> Fu_3 Fe_2^* Fe_2 )
     102    3            6        -13         15   1.00  # BR(Fu_2-> Fu_3 Fe_2^* Fe_3 )
     103    3            6        -15         11   1.00  # BR(Fu_2-> Fu_3 Fe_3^* Fe_1 )
     104    3            6        -15         13   1.00  # BR(Fu_2-> Fu_3 Fe_3^* Fe_2 )
     105    3            6        -15         15   1.00  # BR(Fu_2-> Fu_3 Fe_3^* Fe_3 )
     106    3            2         -2          2   1.00  # BR(Fu_2-> Fu_1 Fu_1^* Fu_1 )
     107    3            2         -2          4   1.00  # BR(Fu_2-> Fu_1 Fu_1^* Fu_2 )
     108    3            2         -2          6   1.00  # BR(Fu_2-> Fu_1 Fu_1^* Fu_3 )
     109    3            2         -4          4   1.00  # BR(Fu_2-> Fu_1 Fu_2^* Fu_2 )
     110    3            2         -4          6   1.00  # BR(Fu_2-> Fu_1 Fu_2^* Fu_3 )
     111    3            2         -6          6   1.00  # BR(Fu_2-> Fu_1 Fu_3^* Fu_3 )
     112    3            4         -2          2   1.00  # BR(Fu_2-> Fu_2 Fu_1^* Fu_1 )
     113    3            4         -2          4   1.00  # BR(Fu_2-> Fu_2 Fu_1^* Fu_2 )
     114    3            4         -2          6   1.00  # BR(Fu_2-> Fu_2 Fu_1^* Fu_3 )
     115    3            4         -4          4   1.00  # BR(Fu_2-> Fu_2 Fu_2^* Fu_2 )
     116    3            4         -4          6   1.00  # BR(Fu_2-> Fu_2 Fu_2^* Fu_3 )
     117    3            4         -6          6   1.00  # BR(Fu_2-> Fu_2 Fu_3^* Fu_3 )
     118    3            6         -2          2   1.00  # BR(Fu_2-> Fu_3 Fu_1^* Fu_1 )
     119    3            6         -2          4   1.00  # BR(Fu_2-> Fu_3 Fu_1^* Fu_2 )
     120    3            6         -2          6   1.00  # BR(Fu_2-> Fu_3 Fu_1^* Fu_3 )
     121    3            6         -4          4   1.00  # BR(Fu_2-> Fu_3 Fu_2^* Fu_2 )
     122    3            6         -4          6   1.00  # BR(Fu_2-> Fu_3 Fu_2^* Fu_3 )
     123    3            6         -6          6   1.00  # BR(Fu_2-> Fu_3 Fu_3^* Fu_3 )
     124    3            2        -12         12   1.00  # BR(Fu_2-> Fu_1 Fv_1^* Fv_1 )
     125    3            2        -12         14   1.00  # BR(Fu_2-> Fu_1 Fv_1^* Fv_2 )
     126    3            2        -12         16   1.00  # BR(Fu_2-> Fu_1 Fv_1^* Fv_3 )
     127    3            2        -14         12   1.00  # BR(Fu_2-> Fu_1 Fv_2^* Fv_1 )
     128    3            2        -14         14   1.00  # BR(Fu_2-> Fu_1 Fv_2^* Fv_2 )
     129    3            2        -14         16   1.00  # BR(Fu_2-> Fu_1 Fv_2^* Fv_3 )
     130    3            2        -16         12   1.00  # BR(Fu_2-> Fu_1 Fv_3^* Fv_1 )
     131    3            2        -16         14   1.00  # BR(Fu_2-> Fu_1 Fv_3^* Fv_2 )
     132    3            2        -16         16   1.00  # BR(Fu_2-> Fu_1 Fv_3^* Fv_3 )
     133    3            4        -12         12   1.00  # BR(Fu_2-> Fu_2 Fv_1^* Fv_1 )
     134    3            4        -12         14   1.00  # BR(Fu_2-> Fu_2 Fv_1^* Fv_2 )
     135    3            4        -12         16   1.00  # BR(Fu_2-> Fu_2 Fv_1^* Fv_3 )
     136    3            4        -14         12   1.00  # BR(Fu_2-> Fu_2 Fv_2^* Fv_1 )
     137    3            4        -14         14   1.00  # BR(Fu_2-> Fu_2 Fv_2^* Fv_2 )
     138    3            4        -14         16   1.00  # BR(Fu_2-> Fu_2 Fv_2^* Fv_3 )
     139    3            4        -16         12   1.00  # BR(Fu_2-> Fu_2 Fv_3^* Fv_1 )
     140    3            4        -16         14   1.00  # BR(Fu_2-> Fu_2 Fv_3^* Fv_2 )
